承包土地来种植水果,待回复,三农 建言,王***,2019-11-3010:57,我有个致富水果品种，打算承包土地投资种植，问问有什么政府帮助没得？？,,,
手机卡被封,已办理,治安 求助,g***,2019-09-1816:34,尊敬的公安局领导！我是一个在缅甸老街做正当工作的中国公民，现在电话卡被莫名强制封停了，非常影响我的正常生活和工作，现有四问请教：1、公安机关在强制封停我们异地电话卡的时候有没有进行个起码的甄别和调查？我号码系统上显示的“涉案停机”从何而来？我涉了什么案犯了什么罪？经过法院的判决了吗？已经定罪了吗？有证据的话请提供，没有证据的话凭什么强制封停还要给我系统上加一个“涉案”，我的名誉还要不要？公安机关依法行政时真的不需要证据支持就可以采取强制手段了吗？2、强制封停前是不是该给个信息提示，如果是合法公民该怎么解封；如果已经认为“涉案”了，就通知机主自首，是不是要妥当一些？3、手机是我们除了跟亲朋友好友的联系外还有工作必有联系的客户。除此以外，现在是信息时代，一个手机注册绑定了所有的业务APP，简单来说，我现在接收不了验证码，连信用卡都还不上，造成的逾期怎么办？公安机关不用通知就强制封停，有没有考虑过给机主带来的损失？4、我用别人的电话打回归属地营运商客服，被告知“涉案停机”，详情联系088396110的号码，打了一天都在“嘟嘟嘟”，我还能问什么地方？我要来临沧解封需要带些什么资料？这么远的路，我来一次不容,临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       收件后,临沧市公安局迅速与您取得联系,核实情况,现您的手机号码已解封。       祝您身体健康、生活愉快！",回复时间：2019-10-14 16:41
手机无故被停,已办理,治安 求助,C***,2019-09-1810:16,"杨书记，您好！       我是浙江宁波慈溪的一位普通职员，从事外贸行业！我于19年9月15号才从国外拜访客户回国, 但我的宁波的移动手机号（已正常使用10多年）在9月16日下午无故被停机，在停机前未收到任何提示，去移动营业厅咨询才知道我的号码被临沧警方停机，并需要得到临沧警方的开通确认才能给我开通，近两天我也拨打了移动提供的088396110，但是一直打不通，我的手机号码是实名注册并且在业务上使用多年，也没做过任何违法的事情，现在手机停机后给我的生活和工作带来极大的不便，请领导百忙之中处理一下，万分感谢！",临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       收件后,临沧市公安局迅速与您取得联系,核实情况,现您的手机号码已解封。       祝您身体健康、生活愉快！",回复时间：2019-10-14 16:34
云南游玩后 手机号无故被封,已办理,旅游 投诉,打***,2019-09-1810:16,尊敬的领导您好！本人于8月27日从武汉到云南，去过大理.临沧.玉溪，9月13日回武汉，9月11日卡正常使用，到12日无信号网络，联系移动客服后说是卡坏了，需补卡，后发现不是，再次联系客服告知被临沧反诈封停，需致电088396110解决，但连续打了好多天都是无人接听，家里宽带和号码是捆绑，无网络后家人去咨询.被告知号码涉嫌违法，号已封停.担惊受怕联系上我后才安心。已影响到生活工作，望及时解决，谢谢！,临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       收件后,临沧市公安局于2019年9月23日起至10月2日一直与您联系，但您预留电话（15072086147）均处于关机状态，无法与您核实相关情况，故不能为您登记上报相关信息进行解封。收到此回复后，请迅速与0883－96110联系。       祝您身体健康、生活愉快！",回复时间：2019-10-14 16:32
金柏之春夜间施工噪声太大,已办理,环保 投诉,上***,2019-09-1614:43,市委书记您好，临翔区金柏之春夜间加班施工严重影响南京凹片区居民生活环境。工地每天夜里都要浇灌施工，机器声音彻夜不停，长期影响附近居民夜间休息质量。请领导重视，请环保部门重视噪声污染严重，导致附近居民夜间休息受影响,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交临翔区办理。现将有关情况回复如下：       收件后，临沧市生态环境局临翔分局环境监察大队执法人员及时进行了调查，您所反映的施工地点共有3个建设项目，分别为：临翔区棚户区改造安置房建设项目（建筑面积353838.9㎡，2018年10月20日开工）、金柏之春建设项目（共三个标段，总建筑面积296529㎡，2018年10月31日开工）、长麟海棠佳园建设项目（77727㎡，2019年4月25日开工），3个建设项目总建筑面积为728094.9㎡，属补基础设施短板、提升城市品质的重要工程，因施工任务量大及工程进度需要，施工时间相互交叉，对周边居民群众的休息、生活造成了影响。       为最大限度减少施工给群众带来的影响，临沧市生态环境局临翔分局依据《中华人民共和国环境噪声污染防治法》第三十条“在城市市区噪声敏感建筑物集中区域内，禁止夜间进行产生环境噪声污染的建筑施工作业，但抢修、抢险作业和因生产工艺上要求或者特殊需要必须连续作业的除外。 因特殊需要必须连续作业的，必须有县级以上人民政府或者其有关主管部门的证明。 前款规定的夜间作业，必须公告附近居民。”的规定，向3个建设施工项目提出以下要求：1.抢修、抢险作业和因生产工艺上要求或者特殊需要必须连续作业的除外，禁止夜间进行产生环境噪声污染的建筑施工作业；2.因特殊需要必须连续作业，需夜间施工的，必须有县级以上人民政府或者其有关主管部门的证明，必须在临沧市临翔区城市管理综合行政执法局、临沧市生态环境局临翔分局备案，必须及时公告附近群众和居民；3.进一步细化分解工作任务，合理调整和安排作业时间，能够在白天施工的任务，全部安排在白天，最大限度减少夜间工作量。4.是进一步做好施工人员的教育培训。临沧市生态环境局临翔分局环境已经对建设单位和施工单位主要负责人进行教育约谈，并要求对施工人员的工作行为进行规范，尽最大努力减少施工噪音对群众造成的影响。5.进一步做好群众宣传沟通工作。立即将工程建设进度、工期向周边群众进行公开，主动接受监督，取得群众的理解。       下一步，临沧市生态环境局临翔分局将联合临沧市临翔区城市管理综合行政执法局、临沧市临翔区住房和城乡建设局，加大对辖区内建设项目的执法检查巡查力度，建立长效机制，严格控制夜间施工噪音扰民的行为，减少对附近居民的影响。       祝您身体健康、生活愉快！,回复时间：2019-11-27 09:01
云县瓦窑坝尚派慢摇吧扰民投诉,待回复,治安 投诉,W***,2019-09-1310:34,云县瓦窑坝尚派慢摇吧从2019年7月17日开始营业到现在，严重影响了我们周边几十家居民正常生活，周边居民已经多次和经营者协调整改，但是一直未得到落实，很多居民受不了里面的重低音声音，外面几十台空调声音，还有打架斗殴，飙车等等声音，晚上基本上从21点一直到第二天凌晨两点，现在已经有好多人心脏病复发，尤其老人，已经有人住院治疗了，现在是娃娃上学季节，严重影响了周边孩子睡眠和身心健康，我们居民在这里住十多年。现在我们居民实在受不了了，周边还有很多在单位上班的员工，很多上学的孩子，严重影响我们居民正常生活秩序，希望领导给予解决为谢!,,,
莫名被封微信和Qq,已办理,治安 投诉,Z***,2019-09-1221:34,杨书记，您好！    我是跑市场物流，我叫周xx ，我于7月21号在临沧的南伞镇查看市场，我的Qq还有微信莫名其妙被永久封号，在封号前未收到任何提示，打腾讯客服才知道我的号被临沧警方停机，并需要得到临沧警方的开通确认才能给我开通，从7月开始也拨打了腾讯提供的088396110，也提供了相关材料和情况说明，但是要么无人接听要么就是一直没回复，我的微信和Q都是与朋友亲人对话，从未诈骗任何人，望明察,临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       收件后,临沧市公安局于2019年9月23日起至10月2日一直与您联系，但您预留电话（15757189757）均无人接听，无法与您核实相关情况，故不能为您登记上报相关信息进行解封。收到此回复后，请迅速与0883－96110联系。       祝您身体健康、生活愉快！",回复时间：2019-10-14 16:28
交通道路出行困难问题,已办理,交通 求助,2***,2019-09-1209:33,尊敬的杨浩东书记！您好！提前先感谢您百忙之中看此留言！在此深表感谢！前年至今！云县爱华镇平掌小河边各村组的主干道路仍然未得到解决！目前又是爆雨季节！到处坍塌！路面泥坑遍地！村民出行随时打滑！！！！咋们村民等了那么久了！试问杨书记！何时能给予上千名百姓解决此事呢？咋们现在的硬化路路通何时才能实现呢？再次期望领导能给予处理此事！期盼领导给予处理结果！所有村民以此为谢！特期盼！,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交云县办理。现将有关情况回复如下：       经查，云县爱华镇于2018年3月8日以《云县爱华镇人民政府关于请求给予解决平掌村小河边组、下村组、丙步山组道路硬化建设资金的请示》（爱政发〔2018〕44号）文上报云县发展和改革局，请帮助转报市发改委给予项目资金支持，但由于发改部门没有专项资金，未能转报，爱华镇人民政府按照县发展和改革局要求上报了《云县爱华镇平掌村小河边组、下村组、丙步山组道路硬化建设项目实施方案》，云县发改局于2018年4月4日以《云县发展和改革局关于云县爱华镇平掌村小河边组、下村组、丙步山组道路硬化建设项目实施方案的批复》（云县发改复〔2018〕38号）文批复同意实施，但建设资金需由乡镇自筹，由于云县爱华镇财政困难，无能力自筹，云县交通运输局PPP项目资格条件不符，无法进行垫资建设。       经调查核实，爱华镇辖区内村组道路路面等级是土路的还有210公里，由于道路里程长，没有项目资金支持，无力在短期内建设完成。下一步工作中，爱华镇人民政府将结合脱贫攻坚工作和全面实施乡村振兴战略的契机，积极向上争取项目逐步实施解决。  目前，平掌村小河边、下村、丙步山等三个组道路已做初步设计，计划建设硬板路4公里，宽3.5米，厚0.15米，计划总投资189.5万元。云县爱华镇人民政府已将该项目向云县交通局申报，请云县交通局帮助争取项目资金支持，尽快组织实施道路建设。       祝您身体健康！生活愉快！,回复时间：2019-10-23 10:00
关于永德县德党镇永顺路延长线出行困难的问题,已办理,城建 投诉,Y***,2019-09-1114:00,永德县德党镇永顺路延长线道路施工时间长，几百米的路修了三年多，还没修好，晴天一身灰，雨天一身泥，道路到处都是密密麻麻的坑塘，道路泥泞不堪，行人无法行走，轿车无法行驶，摩托随时滑翻，基本不见施工，偶尔领导过路时象征性的施工，如今出行困难，严重影响老百姓的出行及日常生活，对本县的经济发展都有很大的损失，存在很大的安全隐患。,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交永德县办理。现将有关情况回复如下：       永德县永顺路南延长线建设规模及内容为: 设计等级为城市主干道Ⅲ级，道路总长2.54km，控制车速为40km/h，道路总宽40m，其中主车道宽21m；道路设计合理使用年限为15年。配套绿化、路灯、给水、排水、消防及电讯等设施。       2017年为结合地下综合管廊政策及城市发展推进，经多次方案论证，对永顺路向南延长线的建设规模及内容进行了调整。一是对道路宽度及分幅进行调整。将永顺路向南延长线的道路红线在原来50m的基础上，增加中间绿化隔离带，将道路红线总宽调整为54m。二是在永顺路向南延长线上建设地下综合管廊。三是同步在县城新建和改建道路中建设管廊及管沟，形成网络系统。四是全线规划设计，分段进行施工。       目前项目由云南云盛达建筑工程有限公司进行第一标段工程建设（永安路至档案局段）。       经查，造成出行困难原因：       一是项目施工进展缓慢。项目实施以来，部分地段征地拆迁工作尚未完成，无法全面组织开展施工，因项目投资较大，建设资金筹措困难，导致项目前期建设推进缓慢。       二是雨季较长施工建设进度滞后。由于今年雨季较长且雨量较大，严重影响现场施工进度，是造成施工建设进度滞后的主要原因。       三是来往车流量大，阻碍道路施工。                                                                                                                                       根据现场路面坑洼严重、往来车辆通行困难且出行安全隐患较大实际情况决定用级配碎石土进行修补。目前已完成对道路坑塘进行填补、整平工作。       下一步为切实解决群众反映出行难问题，计划在2020年春节前实现东幅辅道6.5m宽达到通车条件，其相应配套建设的绿化、亮化、给水设施，将根据资金到位情况，加快后续配套设施建设。       祝您身体健康、生活愉快！  ,回复时间：2019-12-02 11:25
孟定中心医院停车收费,已办理,医疗 投诉,陌***,2019-09-0716:22,尊敬的杨书记您好！孟定中心医院看病停车，出来医院还要缴费，请问一下有这个规定吗？本来看个病就不容易，车进去医院出来还要收费，请问书记这样合法吗？,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交耿马县办理。现将有关情况回复如下：       为有效对进入孟定镇中心卫生院的各种社会车辆进行管理，防止出现随意停放车辆，堵塞急诊急救通道等不良行为，同时对车辆进行看管，孟定镇中心卫生院于2014年3月14日与耿马洪星保洁服务中心签订后勤托管服务合同，2014年6月，耿马洪星保洁服务中心向耿马县发展和改革局递交《关于孟定镇中心卫生院停车收费的请示》，2014年6月26日，经耿马县发展和改革局关于对《耿马洪星保洁服务中心关于孟定中心卫生院停车收费的请示的批复》（耿发改发〔2014〕82号）文件批复，2014年以来，耿马洪星保洁服务中心严格按照批复内容开展车辆停车收费工作。实施收费服务以来，孟定镇中心卫生院和洪星保洁服务中心共同向广大患者宣传相关停车收费服务内容，托管之后，洪星保洁服务中心在卫生院醒目位置设置停车收费公示牌，并安排专人负责指挥院内现场车辆停放，院内环境得到很大改善，同时也方便广大群众就医。       经查，孟定镇中心卫生院不存在不合法停车收费行为。       祝您身体健康、生活愉快！,回复时间：2019-10-23 09:56
手机被无故强制停机,待回复,政务 求助,T***,2019-09-0617:09,杨书记，您好！       我是山东临工工程机械有限公司的职员，从事工程机械行业！我于19年8月28号去印度Bhopal VECV工厂进行商务交流时，我的上海的移动手机号（已正常使用10年）无故被停机，在停机前未收到任何提示，回国后打回上海移动才知道我的号码被临沧警方停机，并需要得到临沧警方的开通确认才能给我开通，近两天我也拨打了移动提供的08839***，但是一直打不通，我的手机号码是实名注册并且在业务上使用多年，也没做过任何违法的事情，现在手机停机后给我的生活和工作带来极大的不便，请领导百忙之中处理一下，万分感谢！,,,
关于临翔区凤翔街道雅安居小区停水半个月的反映,已办理,城建 投诉,葳***,2019-09-0614:43,杨书记您好，我是一名云南大学的应届毕业生，居住于临翔区凤翔街道雅安居小区，该小区自2019年8月20日以来就一直处于停水状态，作为住户和业主多次将停水情况反映物业公司和供水公司，但都没有给予相关的解决，也并没有给出相应的解释。小区停水给日常生活造成了极大的不便，希望杨书记能帮忙解决。希望审核的同志能加急上报。,临沧市委书记、市长,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交临翔区办理。现将有关情况回复如下：       接件后，临翔区供排水公司及时组织安装维修人员对雅安居小区附近的市政给水管网和闸阀进行检查及夜查，同时增加该片区的供水量，在未发现管道损坏、爆管、闸阀损坏等情况时，对小区内部供水管道及二次加压房进行检查，在检查过程中，发现加压房内有一个进水闸阀无法打开，导致无法对水池进行补水而造成停水。公司及时将检查出的问题告知业主方，建议业主方尽快对加压房内无法开启的闸阀进行维修更换处理。为最大限度保障对该小区用户正常供水，临翔区供排水公司安装维修人员于9月10日从加压房外部搭接一条DN100管直接对加压房内的水池进行补水。并告知业主如出现补水困难或补水量小时，公司将会及时对该片区供水量进行调整，以保证对用水户的正常供水。       在今后的工作中，临翔区供排水公司将紧紧围绕“保障供水，服务民生”的宗旨，全力保障临沧城区广大人民群众的正常用水，希望广大用户发现任何问题，及时告知临翔区供排水公司，公司将第一时间派出人员进行处理，切实让广大人民群众满意。       祝您身体健康、生活愉快！,回复时间：2019-09-26 14:32
尊敬的杨书记您好,已办理,交通 求助,橘***,2019-09-0416:14,尊敬的杨书记您好！我是云县爱华镇昔汉村邦五组村民，我之前向您反映过的因修大临铁路挖的便道覆盖了的土地，量了快两年了我们同村的有的补偿款已经付清，有的迟迟没有音讯的问题。2019年阳历6月21日下午三点半左右的时候铁建办的给出答复表示会在2019年8月30日以前必须全部付清，可是到今天（9月3日）为止依然还是没有任何音讯。再次恳请您帮忙叫有关部门尽快解决一下，谢谢！,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市交通运输局办理。现将有关情况回复如下：       经核实，云县铁建办于2019年9月3日将临时用地补偿款拨付至云县爱华镇，云县爱华镇已将临时用地补偿款于2019年9月10日16时15分转入您妻子罗海涛账户。为此，您反映的问题已得到圆满解决。       祝您身体健康、生活愉快！ ,回复时间：2019-09-26 14:36
手机无缘无故被停机,已办理,治安 求助,I***,2019-09-0314:03,尊敬的领导，您好，我的手机在2019年8月23日被云南反诈中心被停机，后来联系10086告知两个号码，本人多次打电话过去无法接通，后经过询问南伞公安局，孟定公安局，告知本人去临沧市刑侦支队反诈中心处理，于2019年8月27日去临沧反诈中心提交的证明材料，到现在也一直没有开通，本人在镇清高速路工作，手机停机已经影响到了我的正常工作和生活，请问这边什么时候可以解除我的手机号 ,临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       收件后,临沧市公安局迅速与您取得联系核实情况,现您的手机号码已解封。       祝您身体健康、生活愉快！",回复时间：2019-10-23 09:54
中铁二十四局大临铁路临翔区段拖欠工资,待回复,就业 投诉,W***,2019-08-2621:29,杨书记你好，本人于2019年3月到大临铁路六标段二工区工作（属于大临铁路项目部外聘人员），担任职务隧道监控量测，当时说好工资不会拖欠。结果干活一直到七月份都没拿到过一分钱，本人于2019年七月底离职重新找工作，当时干了五个月，工资大约一万七千左右，领导说工资八月十日左右打到卡上，结果并没有。五月到八月前后十几次打过电话给工区书记，项目经理，总工等反映情况，结果都是口头敷衍一下，互相推脱。希望引起你们重视，毕竟出来打工谁都不容易，如果能尽快解决这个问题，我将感激不尽。,,,
临沧印象小区楼顶私自安装一吨左右水桶水箱,已办理,城建 建言,匿***,2019-08-2121:15,1.水箱很容易倾倒会造成人身伤亡，存在安全隐患。。2.对房屋结构造成破坏性影响，影响房屋的使用寿命。#业委会#,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交临翔区办理。现将有关情况回复如下：       针对您所反映问题，经临翔区住房和城乡建设局房管部门督促该小区物业服务企业（临沧汉云物业有限责任公司）进行调查核实。调查结果表明，所安装水箱确实存在安全隐患，目前汉云物业已向安装水箱业主发出整改通知，由物业服务企业督促其进行整改。其次，作为直接受侵害的业主，可以根据《物权法》第83条的规定，直接向人民法院提起民事诉讼，维护自己的合法权益。       祝身体健康、生活愉快！,回复时间：2019-12-02 11:23
临沧印象房子质量问题,已办理,城建 建言,匿***,2019-08-2010:05,市长：你好！我是临沧印象小区的住户，(E8一2)姓名潘**，为了房子开裂漏雨的问题，曾经向多部门反应过均无果，现在向你反应下，请你在百忙中抽空去看一看，帮忙协调相关部门解决下。,临沧市委办公室,"网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交临翔区办理。现将有关情况回复如下：       经核实，临沧印象小区反映屋面渗水的住户共95户（开发商登记）。其中：2014年后竣工验收在质量保修期内的业主43户，2011年10月以前竣工验收不在质量保修期内的3户，共46户，开发商已全部维修，总投资1287245.5元。剩余未维修49户，因已不在保修期内（2011年10月份之前竣工验收交房），开发商希望通过启用维修资金进行维修，预计还需投资150万元。        截止目前，临沧印象小区涉及墙面开裂住户（开发商登记）68户，均为2011年10月份前竣工验收交房的业主（已过质量保修期）。目前，开发商已维修外墙开裂15户,室内墙面维修2户，共投资1040528元，剩余51户的维修预计还需200万元。根据《建筑工程质量管理条例》等法律规定及《房屋质量保修书》约定，建议由业主委员会与开发商协商启用维修资金进行修复。       祝身体健康、生活愉快！",回复时间：2019-11-06 08:45
新参加工作人员盼能优先租到公租房,已办理,城建 建言,云***,2019-08-1915:53,尊敬的杨书记您好：在此百忙中打扰您了，替在您辖区某县城工作的家属就租公租房问题提点建议，我家属在某县2018年参加工作被派到村级搞驻村扶贫工作因无住房高价在县城白租空房一年多，每次平均月租在600至700元之间还要预付一年以上租金，经常被加价逐出门另租严重影响生活工作，盼能优先租到公祖房，有个稳定的住所，谢谢书记关注！,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市住建局办理。现将有关情况回复如下：       根据《临沧市人民政府关于印发临沧市公共租赁住房管理实施方案的通知》（临政发〔2013〕34号），在临沧工作、创业、居住的城镇中等偏下收入和低收入住房困难家庭、单身人士、新就业职工、外来务工人员、农业转移人口，纳入当地住房保障范围，可向当地住房保障部门按规定申请公共租赁住房。       据您来信反映，您的家属若符合县（区）规定的住房、收入、就业、户籍条件，应纳入当地住房保障范围，可及时向当地住房保障部门提出申请公共租赁住房，按规定填写并提交《云南省公共租赁住房申请书》。住房保障部门将按照公共租赁住房初审、复审、核准、公示、轮候、配租的规定工作程序，结合当地房源情况进行审核配租。       当前，部分县（区）由于公租房源不足，存在已提交《申请书》但未能得到及时保障的情况。已审核通过的申请人，县（区）采取电脑摇号、分期入住的方式进行组织分配，分配情况将及时在县（区）政府门户网站进行公示，并由工作人员通知承租人办理入住手续。鉴于您未说明家属的工作地点，具体摇号配租事宜请您详询县（区）住房保障部门：       临翔区：0883—2123199；       云  县：0883—3211235；       凤庆县：0883—4211047；       永德县：0883—5212270；       镇康县：0883—6632116；       耿马县：0883—6128059；       沧源县：0883—7121174；       双江县：0883—7626018。       祝您身体健康、生活愉快！,回复时间：2019-09-30 17:04
玉龙花园房屋渗水物业开发商踢皮球,已办理,城建 投诉,临***,2019-08-1419:35,杨书记你好，我是一名入住玉龙花园小区的住户。已经以购买公租房的形式购买了住房。但入住半年不到房屋阳台开始渗水（在阳台与厨房接缝处往外渗水，怀疑是预埋水管破裂）房屋天花板掉皮（怀疑楼上住户存在同样问题造成本人房屋天花板浸水掉皮）。在与小区物业反映后物业以登记等施工方解决为由推脱（因之前太阳能出现问题与物业沟通物业一直以登记等待为由不予解决，最后自己找人修的太阳能。）现在的情况本人认为危及生命安全，因为阳台地面无故向外渗水，担心地坪内水渗入钢筋腐蚀承压结构最后造成地坪坍塌，危及楼下住户的生命安全，对其财产造成损害。同样担心自己天花板因上述原因坍塌危及本人生命财产安全。多次向物业反映，物业仅以登记等待为由推脱。因实在担心本人自己联系开发商，开发商以本小区有物业！有问题要找物业为由推脱。在本人声明物业告知等开发商解决时，开发商业务员以自己是个办事人员叫我有问题找领导为由不予回应。我们平头百姓找哪个领导来解决这一问题呢？ 我们政府不是一再强调以为人民服务为核心，构建人民安居乐业的和谐社会吗？国是千万家，试问住在一个岌岌可危的家里怎能安居呢？无法安居又怎能乐业呢？这样的办事方法是否符合社会主义核心价值观呢？？ 我知道政策是好的，可不能让我们这么好的政治指导坏在了基层啊，我们平头百姓能够接触的，为我们办事的不就是基层的工作者们吗？现在这样一个危及生命财产的问题叫我找领导解决？真是让人心寒。因上述原因不得不在您百忙之中打扰您了杨书记，还望杨书记能够给予关心，让百姓能够有一个安心居住的房屋。,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交临翔区办理。现将有关情况回复如下：       针对您反映的玉龙花园小区房屋阳台渗水和房屋天花板掉皮的情况，临翔区住建局于8月21日要求区城投公司责成施工方处理，8月22日，施工方已经派工作人员对您户的房屋渗水问题做了全面修缮。       祝您身体健康、生活愉快！,回复时间：2019-09-20 16:38
肯请临沧市领导为我解决,已办理,交通 求助,W***,2019-08-1316:37,领导你好，我是云南省昭通市彝良县人，在2015年10月份的时候，我自己不小心将身份证遗失，被他人捡到后到你们临沧买了一辆车，且有多次违法没有处理，导致我现在办理车辆业务受阻，2018年10月5日我也到临沧求助过，还到忙畔派出所报警，是因为卖买二手车贩子乱用我的身份证办理二手车交易，忙畔派出所说给我调查，可过了快一年了没有任何消息，在此我肯请领导查明真相，谢谢！,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交市公安局办理。现将有关情况回复如下：       经查，您的身份信息被王某某利用并以欺骗手段办理了云SQ2079号小型轿车登记取得机动车牌证。临沧公安交警经查证后，于2019年9月17日根据《中华人民共和国道路交通安全法实施条例》第一百零三条之规定，作出了撤销云SQ2079号小型轿车机动车登记的决定，并通过《公安交通管理综合应用平台》对该车进行了注销。       9月25日，临沧市公安局交警支队已电话告知您：“因云SQ2079号小型轿车以欺骗手段取得机动车牌证，现已撤销机动车登记，请您到昭通办理名下相关车辆业务”。       祝您身体健康、生活愉快！,回复时间：2019-10-14 16:30
希望领导调查不诚信开发商,已办理,城建 求助,梅***,2019-08-1214:30,尊敬的杨书记：您好！2016年2月份，云县盘润实业有限责任公司宣传将在云县幸福镇开发新楼盘，只需缴纳5万元就可购买80平方米的商品房，认购金随时可退，并且承诺2017年底交房。我的父亲和我的姨妈就认购了云县盘润实业有限责任公司出售的此楼盘商品房一间，当时云县盘润实业有限责任公司收了钱之后，只开出两张收据，并未与我父亲签任何书面合同。直至2019年5月，该公司仍然没有交房，刚好我们家急用钱，所以打算向云县盘润实业有限责任公司申请退款，我5月申请退款，该公司工作人员承诺一个月之内处理申请，将款退还我父亲，结果直至今天，该公司依然没有退还我父亲的认购款，期间很多次联系，云县盘润实业有限责任公司负责人都是承诺马上处理，但却只是口头承若。2019年8月以后云县盘润实业有限责任公司负责人不接我电话，不回我信息，所以我想向有关部门求助。我希望有关部门可以调查一下该公司这样的行为是否合法，我们要怎样才可以维权？谢谢。,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交云县办理。现将有关情况回复如下：       收到信件后，云县住建局立即与开发商云县盘润实业有限责任公司取得联系，针对您所反映的相关问题进行了解核实。经过沟通协调，现云县盘润实业有限责任公司已承诺，在您递交退款申请后一个月内将款退还给您，请您户及时前去办理。       祝您身体健康、工作顺利！   ,回复时间：2019-09-30 17:01
尊敬的杨书记您好！关于驻村工作队员的求助。,已办理,政务 求助,一***,2019-08-1018:34,近年来，一大批优秀的驻村扶贫工作队员扎根农村，吃住在农村。国家、省、市都出台了相关对于驻村工作队员关心、关爱的文件。我想建议，能否在临沧市级的机关事业单位遴选考试中专门设置针对优秀驻村工作队员的岗位。让真正扶贫过的，驻村工作队员像打过战一样自豪。这也是干部流通和解决干部职工夫妻异地分居的办法。谢谢书记，祝安康。,临沧市委办公室,网民同志：您好！       您通过人民网地方领导留言板给杨浩东同志的留言收悉，杨浩东同志高度重视，及时交由市委组织部办理。现将有关情况回复如下：       公开遴选是指市级以上机关从下级机关公开择优选拔任用内设机构公务员。《公务员公开遴选办法（试行）》规定：公开遴选机关在进行公务员队伍结构和职位分析的基础上，根据工作需要，提出公开遴选职位及其资格条件，拟定公开遴选计划，报同级公务员主管部门审批。公开遴选必须在规定的编制限额和职数内进行，并有相应的职位空缺。公务员主管部门和公开遴选机关不得设置与公开遴选职位要求无关的报名资格条件。       在今后的工作中，我们将督促有关部门严格按照《公务员公开遴选办法（试行）》等有关规定，根据遴选单位工作需要设定遴选职位及其资格条件，规范做好公务员公开遴选工作。        祝您身体健康、工作顺利！,回复时间：2019-09-03 09:10
尊敬的杨书记你好,待回复,三农 投诉,永***,2019-08-0513:50,我是一名永德县德党镇忙见田村村民，我要实名举报永德县国土自然资源局职工李X城非法侵占村集体土地，李X城占着是国土部门的领导私自在我们忙见田村耕地上建豪华别墅，面积超大，占用我们村民集体道路，我们村民多次找他协商无果，然后我们村民没办法到县上放映情况，今天国土资源局副局长李X忠召集我们村民说是来解决问题他把我们集体路口划给了李X城家说是李X城是办过证的，不要和他争，让我们在场二十几个村民都感到非常吃惊，我们都不知道上哪里去说理去，希望杨书记给我们村民做主，今天因为第一次给你留言没照照片，下次给你付上。,,,
