要求英孚英语退款退贷,待回复,教育 求助,G***,2019-11-0417:17,王区长，您好。本人在上海市长宁区长宁路1018号龙之梦商场的英孚英语报了24个月的线上线下课程，上了几次课后，发现课程内容和介绍相差甚远，报名时说：1.全程课程顾问会全程负责、跟踪指导，实际上从上课到到要求退款5个月以来，就联系过我一次。2.小组会话一节课45分钟，自我介绍就要浪费10分钟。3.遇到单词发音不确定时，向老师询问，老师不管你读的是什么，老师都说对。4.上课级别根据每人的测试结果进行安排课程，没有测试，直接写了一级，上课又是三级。5.学习过程中，我发现我和别人花一样的钱，上课的时长不一样，别人都是30个月，我才25个月。我第一次要求退款，却拒绝我退款。因为教学质量的下降，我实在忍受不了再次要求退款。我提出退款后，英孚一开始是拒绝的，要求我发律师函再说，后来又要收取我7个月的课程费+剩余金额的20%违约金。后来我咨询过很多退款的学员，大家退款方案各不相同，同一个地区，同一个中心，竟也会有差异，是欺负我吗？价值38949的课程，我才上课5个月，却要扣我近20000元的课程费，这是什么逻辑？退款之路艰难，望区长帮帮我吧。,,,
中山公园内双休日广场喇叭分贝达扰民休息的程度,待回复,治安 投诉,匿***,2017-05-0810:01,你好，我是中山公园附近的上班族，中山公园的免费开放无疑是一件好事，可周六周日唯一两天的休息时间，公园里的老爷爷老奶奶跳舞经常使用大型喇叭等扩音装置，声音响彻附近居民楼，已达到严重扰民的程度，公园里设有分贝牌，可是也无专门人员制止这些噪音，形同虚设，平时工作已十分疲惫，周日又是噪音扰民，实在让人心烦意乱，希望有关部门严加政治，通过中山公园附近违章建筑的政治看出政府还是很注重的，希望不只是汽车禁止鸣笛，而且对扰民的地区严加管制,,,
宠物扰民,待回复,治安 投诉,朋***,2017-05-0416:40,区长你好   虹古路270弄3号403室4年多来养了一只天天尖叫鸟，每天清晨4，5点钟开始尖叫一直到傍晚才安静，每天早上都被吵醒，白天也一直尖叫，以至于窗门也不敢开，上星期投诉给这里的户籍民警，安静了2天，这几天又开始尖叫，恢复往常。严重影响干扰我们邻居的正常生活和休息。根据治安条例75条，干扰影响到邻居的，可以警告和罚款，以及根据相邻权的有关条例，希望领导能有效，长效的进行管理和制止。谢谢区长领导。,,,
安化路违章建筑,待回复,环保 投诉,匿***,2017-05-0313:27,安化路违章建筑刚刚拆除，围墙还未完全砌好，墙内又有违章建筑开始搭建且有工作人员参与其中，根本性的违反了政府拆除违建的宗旨，希望政府把事实办到实处！一拆一建不如不拆！！！,,,
长宁路半夜修路扰民,待回复,城建 投诉,匿***,2017-04-2411:57,长宁路华阳路这两天半夜修路，除了机器声音外还鸣笛，影响老人孩子休息及身体，请区长关心一下这个问题，谢谢！,,,
重拳出击整治违章搭建,待回复,城建 投诉,匿***,2017-03-1813:52,长宁区黄金城道723号右边门面，有一玻璃房是无证违章搭建的房，被违规租借经营，店家又把排烟出口设置在门口，排烟味严重地影响到楼上住户的生活。违章搭建的无证玻璃房，给黄金城道整体带来非常大的负面影响。其一：行人行走不方便，；其二：用作厨房的玻璃房，油烟直排，污染了周边的环境。希望长宁有关部门要大力整顿，坚决依法尽快拆除这一违建玻璃房，还我们一个整洁，美观的居住环境。,,,
关于北翟路与长宁路的临时路况,待回复,交通 投诉,匿***,2017-03-1410:11,区长您好：关于北翟路与长宁路修路路段，我们市民是理解和支持的态度，但是修路对一些路口的损坏缺少提示及临时修补措施，导致来往车辆躲避不及极容易引起交通事故和车辆损伤。希望区长百忙之中为该区域进行调整。  辛苦区长。,,,
空调外机噪音让人夜不能寐,待回复,环保 投诉,匿***,2017-03-1009:51,尊敬的领导，我是昭化东路200弄居民。 在我家对面的嘉里华庭二期最北面的一幢楼的空调外机噪音非常大。据我个人非专业设备测量普遍在90-120db左右。严重影响了我们这边居民晚间的休息。之前已经通过12345市民热线投诉过两次。通过居委会也已向对方物业提出过多次  但此问题已长期维持了近几个月的时间了仍然得不到解决。最后一次我拨打了110报警电话。民警到场后也向物业提出了建议。而对方物业值班人员一直称也经常保修空调。但修不好我们也没有办法。我们实在难以接受这样的回答。 难道说一句空调修不好我们就只能继续这么忍受下去了吗。这样的噪音让我们最为基础的睡眠权利都得不到保证，每天由于睡眠问题工作状态都得不到保证。,,,
关于尽快启动上海动物园港湾式综合公交站的改建,待回复,城建 建言,匿***,2017-01-1116:36,关于尽快启动上海动物园港湾式综合公交站的改建的建议    反映长宁区虹桥路2381号上海动物园对面公交终点站一大片空地改造了这多年，至今没有看到此改造港湾车站工程的时间表，空关了这么多年，白白浪费了国家的资料，也给去动物园的游客就近上下车带来不便。双休日、节假日许多社会车辆都被临时停留在动物园周边的马路上（划有黄线，属于违规停车），严重地影响动物园周边的交通畅通，也让骑车人带来了安全隐患。    为创造长宁区虹桥路动物园段快捷、安全的候车环境，方便乘客和游客候车，建议长宁区政府协调相关部门加快对上海动物园公交车港湾式综合公交终点站改造。改造后港湾式综合公交终点站有停车场，可以停留许多车辆，这样大大缓解动了上海物园周边停车难问题。希望长宁区政府领导关注此民生建设问题，为巩固长宁区全国文明城区称而共同努力！,,,
人行道窄到令人不能走，何时拓宽,待回复,城建 投诉,匿***,2017-01-0716:45,       上海长宁区虹桥路2376号（虹桥路虹井路口）这段马路由于一房屋挡道，人行道窄到令人不能走。这里近上海动物园，双休日、节假日人流量较多，把行人都“逼”上了慢机动车道，人车混行，给行人（尤其是盲人）行走带来了安全隐患。希望相关部门拆迁这挡道的一房屋，并把这问题纳入今年区规划之中去，市民亟盼早日拓宽这段人行道。,,,
违法在漆有禁止停车黄色线设临时停车点,待回复,交通 投诉,匿***,2016-11-1415:52,【违法在漆有禁止停车黄色线设临时停车点】 反映上海市长宁区 虹桥路（龙柏饭店～哈密路）一段机动车道和非机动车车道台阶漆有禁止停车黄色线，按规定漆画黄实线区域禁止停车线的路段，是不可以停车，不允许靠边停车。违者将按照交通法规定处以200元罚款、驾驶证扣3分的处罚。但长宁区有关部门同意双休日和国假日在此段漆有禁止停车黄色线路面违规设置临时停车点，已严重地违反交通法规，希望交警部门纠正这一违反交通法规的行为。,,,
公交车站人行道太窄,待回复,城建 投诉,匿***,2016-10-3016:38,    上海长宁区虹桥路程家桥925路、57路和936路车站两边车站的人行道太窄小了，该车站高峰时间候车的人流量很多，窄小的人行道给乘客候车和行人行走都带来了不便，存在着安全隐患问题。希望有关部门把后面的空闲地让点出来供公交车站使用。,,,
关于新注册公司信息泄露事宜,待回复,政务 建言,匿***,2016-10-2715:56,顾区长，您好。    百忙之中打扰您。    我是一家企业的员工，去年为企业注册公司时，刚办理完营业执照，我公司的信息及联系方式便泄露，手机收到大量的垃圾电话，其中不乏是做账和开票的电话，其中还有骗子的电话，冒充税务局专管员购买开票机，导致公司损失3590元。我已在天山派出所报案，我告知民警我认为是工商部门泄露了我司信息，但民警坚持认为不是，等我拿出相关证据时民警才接受我的报案，但至今无结果。我希望如果是工商部门泄露了公司信息，必须内部自查，堵截源头。,,,
希望尽快驱逐无证烧烤摊贩,待回复,环保 投诉,希***,2016-09-1816:06,长宁区定西路从晚上11点钟到凌晨6点钟有两三个无证烧烤摊贩扰民，每天晚上刺鼻的油烟味和食客的大声喧哗声让我们没法好好休息，已经投诉了无数次了，，希望领导帮我们早日解决问题，还我们一个安宁的休息环境。,,,
几千平方新建违章建筑请快拆除,待回复,环保 投诉,匿***,2016-09-0109:37,"原徐虹铁路原址,中山西路至古井路之间，从今年5月至今撘了几千平方的违章建筑，准备开花鸟市场，长宁虹桥街道城管参与过，现在又不管了，推给徐汇区，但到8月还是长宁的上水抢修车开来为此处开水管头子。这种大面积的违章建筑出现，是否会影响长宁区今年全国文明城区复查呀。",,,
持居住证积分的外地户口特殊儿童入幼儿园问题,待回复,教育 咨询,匿***,2016-08-3016:08,尊敬的领导，您好！我是持居住证积分外地户口，我家女儿3岁半，是一名特殊儿童，今年5月份通过区统筹划分到长宁区茅台路茜茜幼儿园，但是因孩子是特殊幼儿被幼儿园拒收了。今年5月份幼儿园报名的同时，我也去了长宁区特殊幼儿园虹古三幼儿园，同样也是被拒收了。我们希望孩子能有机会在幼儿园融合。早期的融合教育对于特殊儿童真的非常重要。望领导能百忙之中关心一下特殊幼儿的上学问题，非常感谢！,,,
西郊柏盛苑大门口违法破墙开门：,待回复,城建 投诉,y***,2016-08-1919:16,长宁区区长 ——顾洪辉西郊柏盛苑大门口违法破墙开门：反映上海长宁区 虹井路889弄2号西郊柏盛苑大门口沿街原房屋，长期以来为了便于从事商业经营活动，违法破墙开门非法出租他人使用(房屋中介)。违反《中华人民共和国城乡规划法》擅自将房屋破墙开门，拆窗改门，不但严重危害房屋结构安全，严重破坏和影响市容环境，对【长宁区网格中心】回复不认可【您好，您编号为WZ20160805076502的事项已经办理完毕，现将办理意见答复如下：上述地址不存在破墙开门，是否改变物业使用性质不归城管管辖（此处有门牌号，说明不存在改变物业使用性质）。】希望长宁区有关部门按照《实施》精神，以“五违四必”治理工作为重点，集中力量坚决依法拆除西郊柏盛苑大门口破墙开门违规行为，消除随意改变物业使用性质等违法行为。恢复了墙体原貌，消除了安全隐患，提升了市容环境质量。,,,
拆除违规临时房,待回复,城建 投诉,y***,2016-07-2815:50,     长宁区延安西路3298号一段商铺原是铁路专用线，拆除后按规定应种植绿化，美花环境。但不知什么部门同意在此违规建造二层楼房。临时证可以搭建二层砖结构房的吗。现在全市都在轰轰烈烈拆违章建筑房，这临时房也属于违章建筑，应依法拆除。拆除后按规定应种植绿化，应还绿。,,,
上海虹桥机场噪音扰民,待回复,交通 求助,匿***,2016-07-1419:59,从2016年4月至6月期间，上海虹桥机场上百上千架次飞机路径水城路449号附近上空，噪音宏大，最糟糕的时候频率每间隔30秒有一架飞机，有时候抬头可见机身（民航飞机和部分直升飞机）。造成我们地区大量老年人心率失常，住院，配药，甚至多次120急救。我们退休工人早上、中午、晚上、深夜、凌晨24小时7天全都休息不好。麻烦专业人士按照国家相关标准范围对我们所属地区的噪音情况进行检测核实和监管。,,,
的士宰外地游客,待回复,交通 建言,匿***,2016-06-2412:23,我们是内蒙古游客，下飞机已经12点了，出来后顺序排到乘坐出租车，由于网上询问过都说起步价就可以到达机场附近的莫泰酒店。由于相信大城市素质，我们直到计价表跳上三十才询问还有多远，司机借口听不懂我们讲什么，（虽然我们是少数民族地区，可是我们普通话二甲好吗？！我们内蒙古都普通话普及了，您听不懂有点说过不去吧？）绕了一圈回到T2航站楼又行进至莫泰酒店，一共41元。（鉴于网上太多司机伤人事件并没敢当面揭穿，来到酒店大堂经理说黑车也就二三十。）我们虽然没来过可是认识字好不啦？！手机里还有高德地图可以吗？慕名而来的大城市一下飞机就这样给我们上演一出拐弯抹角赚大钱，真的好吗？相信遭宰的不止内蒙古人民吧？对于这样打着正规出租车名号宰外地人的的士，是不是该管管了？,,,
改建工程,待回复,城建 求助,匿***,2016-06-0114:20,我家是长宁区茅台路200弄小区，至今已50年了还是合用卫生间，对于我们老年人来说洗澡很不方便，现在上海市提出为民生服务，其它区都在改造，不知你们怎么想的。,,,
交通大整治中的短板,待回复,交通 建言,匿***,2016-05-3114:29,顾区长您好，这次交通大整治大家都有目共睹，效果明显，公安同志很辛苦！现在望望大马路次序井然，赏心悦目，然而也有一些所顾及不周的地方，例如，很重要的小马路；还有装建筑垃圾等重型车子，东西装得很多，盖子盖不紧，东西往下掉。先说一下很重要的小马路，像万航渡路，从娄山关路口起，到曹家渡，因为长宁路上红绿灯多，又堵，车子往万航渡路上开的很多，到中山公园和曹家渡很方便，然而在万航渡路上人流密集地区，像强家角桥到娄山关路口大概200米多，交通次序不好，机动车时不时地停在马路边，给过往的车辆以及非机动车带来不便不安全，本来万航渡路就狭小，还有非机动车随意停在马路边，不停在规定的区域里，把狭小的万航渡路占去了一部分，靠近强家角桥那头比较厉害，造成行车不便不安全，经常看到有好几位警察同志在娄山关路口执勤，然而就忽视了里面的狭小的人流密集的车子繁忙的万航渡路，这些就是交通大整治中的短板，大马路固然重要，繁忙的小马路也要重视，大动脉和毛细血管同样重要。还有华东政法大学那里，人流密集，车子繁忙。希望上海交通越来越好，通过严厉的超常规的全覆盖的大整治，让人们养成上路的好习惯，长宁的明天，上海的明天会更美！！谢谢。,,,
出租车司机因路程短蛮横拒载。,待回复,交通 投诉,匿***,2016-05-1111:27,银建出租车公司 车牌号沪A FM6817 在5月10日晚间9点 本人于红松东路元一大厦门口拦车 司机询问我到哪里 我答 吴中路桂林路 距离上车点1公里多。司机拒载 态度蛮横 我告知拒载会投诉后，司机强硬回答 ：没吃饭要吃饭 。 据本人推理，上车地点处为古北高档住宅 附近有希尔顿酒店，即使要吃饭也要到宋园路差不多，所以出租车司机极有可能是因为路程短拒载我，吃饭只是借口。真的要吃饭根本不会问我去哪里了。,,,
无证违规建筑房,待回复,其他 投诉,y***,2016-04-2316:00,上海虹桥机场空港六号1号(迎宾八号头上起～8号)一段房，都是无证违规建筑房，违规彩钢复合板又建在河道内，给清理河道又带来了不便。希望有关部门按照《实施》精神，尽快拆除这段无证违建房。,,,
泉口路为何设立单行道,待回复,交通 建言,匿***,2016-04-0910:25,泉口路（哈密路与林泉路）之间为何设立单行道？双行道可以缓解由林泉路右转至哈密路的交通压力，不知道为什么设立单行措施,,,
露天卡拉ok噪音扰民,待回复,环保 投诉,匿***,2016-02-1514:43,顾区长您好 ；位于虹古路水城路的街心花园，每天天黑后，有人三轮车载着全套ktv音响设备，供人高声唱歌，可能是有偿服务.四周是居民住宅，高音喇叭严重干扰居民正常生活，强烈要求政府把他驱离，还居民一个安静的环境.谢谢区长.,,,
处置烂尾楼,待回复,环保 投诉,匿***,2016-02-1013:52,长宁路遵仪路口的一处烂尾楼大约有十年了，围垟占了大半人行道影响通行，为何不拆？这后面是否有什么文章？,,,
十号线伊犁路大量公共自行车闲置路边公民无法使,待回复,交通 求助,匿***,2015-08-0708:38,尊敬的领导您好！我是一名普通的上班族，每天乘坐十号线，该线伊犁路出口有五十多辆闲置的公共自行车，用绳子联排绑在一起，风吹日晒，周边办公楼的员工和居民却申请不到公共自行车的卡片，客服说已经不再发卡了。求您帮我们解决这个难题，让想骑车的人有车骑，让大家真正能够享受到政府的惠民工程，感激不尽,,,
路边菜场问题已经困扰多年,待回复,其他 投诉,匿***,2015-06-0510:11,谢区长您好，我是家住番禺路209弄6支弄的居民，我们小区门口就是209弄的弄堂，多年来，已经成为了一个无人管理的菜场，除了下雨天以外，几乎每天从早到晚都被小商小贩办的满满的，别说开车出行，早上下班高峰期就连走出去都很拥挤，特别到了夏天污水横流，臭气熏天，让人无法忍受，到了深夜又会有两三个烧烤摊在这里落伍，味道非常的呛鼻！城管有时候也会来管，力度大点会稍微好点，但有时也会在一旁视而不见！我们小区也联名写过投诉信，但到现在没有明显的改观，整条番禺路环境优美，只有我们这里脏乱差，往能得到区长的重视！,,,
废品堵大门，居民出行难,待回复,城建 投诉,匿***,2015-04-2609:28,区长同志，你好！在长宁区中山西路1432弄虹南小区门口有一废品回收人员违法占用小区门口道路，此处问题严重影响了小区居民的出行，还导致多次交通事故以及救护车难以进入。小区居民一年来多次向长宁城管投诉，均未得到解决。长宁城管相关人员多次以历史遗留问题为由拖延处理，拒绝对其违法行为进行处理。不知这一情况究竟何时能解决！,,,
老虎机,待回复,三农 咨询,匿***,2014-12-2913:35,仙霞路水城路路口世佳游戏厅有大量赌博机，害了无数的人,,,
长宁区党校,待回复,其他 投诉,匿***,2014-07-3110:15,求助区长：我们是住在长宁区党校的外围，但是他们的电灯是整夜的开着，里面到底是干什么的？我们也不知道可是我们的家里晚上也不用开灯了，但是我们两人都是身体不好的，夜里无法入睡，今天去问了一下，可是他们嘴里都不干净还不如我们老百姓，施工到现在还没有关灯，今天还安装了两个小太阳，让我们怎么过,,,
越来越好,待回复,其他 国美活动,匿***,2013-12-2317:01,希望长宁区在您的带领下越办越好，生活越来越好,,,
依托虹桥发展长宁,待回复,其他 国美活动,匿***,2013-12-2017:12,致力于开发大虹桥地区，使长宁区发展更为强大，更加璀璨,,,
