标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
希望重视公租房问题,已办理,城建 建言,云***,2019-05-0116:57,尊敬的张市长您好：就公租房问题在此打扰您一下，临沧地处边远地区住房相对紧张，特别是镇康.耿马.沧源较边远又是边境地区，新参加工作的同志及其它因素无住房的同志住房难一时无法解决，因申请排队时间长及等待“无名额”加剧了住房难，给生活工作造成压力，要给予优惠政策重视公租房建设及投放量，缩短审批时间及简化流程，清查清理整顿不符合使用公租房者，及时解决住房难，提得不妥敬请调查研究，谢谢市长！,临沧市政府办公室,尊敬的张市长您好：就公租房问题在此打扰您一下，临沧地处边远地区住房相对紧张，特别是镇康.耿马.沧源较边远又是边境地区，新参加工作的同志及其它因素无住房的同志住房难一时无法解决，因申请排队时间长及等待“无名额”加剧了住房难，给生活工作造成压力，要给予优惠政策重视公租房建设及投放量，缩短审批时间及简化流程，清查清理整顿不符合使用公租房者，及时解决住房难，提得不妥敬请调查研究，谢谢市长！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
希望东城区(市一中片区)设置活动广场的建议,已办理,城建 建言,W***,2019-04-2214:12,市长您好！我是东城区(市一中、金旭之光片区)的普通居民，近年该片区开发较快，新建小区众多，居民越发密集，交通出行拥堵和停车困难的问题比较突出，还有一个很大的问题是这个片区至今没有一个大一点的市民活动广场，居民在茶余饭后只能去金旭之光楼下的小广场活动、遛娃、遛狗，受场地限制，活动也比较单一，每天傍晚只能进行一小队广场舞，加上大量遛娃的老老小小，拥挤不堪，恳请政府考虑在该片区规划建设一个规模化市民活动广场，可辐射众多小区(金旭之光、书香世家、阳光花园、文林秋苑、学府名苑、茶马古镇、东城郦景、东港商城等)及文华、南信桥片区的广大居民群众，方便市民生活，丰富市民文娱活动，提升市民身体素质和精神面貌，创建文明和谐氛围。烦请市长考虑，非常感谢！,临沧市政府办公室,市长您好！我是东城区(市一中、金旭之光片区)的普通居民，近年该片区开发较快，新建小区众多，居民越发密集，交通出行拥堵和停车困难的问题比较突出，还有一个很大的问题是这个片区至今没有一个大一点的市民活动广场，居民在茶余饭后只能去金旭之光楼下的小广场活动、遛娃、遛狗，受场地限制，活动也比较单一，每天傍晚只能进行一小队广场舞，加上大量遛娃的老老小小，拥挤不堪，恳请政府考虑在该片区规划建设一个规模化市民活动广场，可辐射众多小区(金旭之光、书香世家、阳光花园、文林秋苑、学府名苑、茶马古镇、东城郦景、东港商城等)及文华、南信桥片区的广大居民群众，方便市民生活，丰富市民文娱活动，提升市民身体素质和精神面貌，创建文明和谐氛围。烦请市长考虑，非常感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
乡镇快递乱收费是否合理？,已办理,企业 求助,杨***,2019-04-2115:46,张市长，您好，我是临沧市凤庆县诗礼乡的一名普通百姓，给您留言是想要咨询一下在快递行业乡镇收费是否合理。   因为在整个临沧市的乡镇普遍存在一种现象收取包邮的快递需要支付5-50不等的费用，在寄快递时已经支付过快递费用了，但是被告知说快递只能到县，乡是由个人与快递公司签订合同，县上的快递网点又收取一定的费用，由他们去领下来然后再发给我们。   因此我想请问这种经营方式是否合理，是否存在二次收费，快递公司是否存在违规操作？,临沧市政府办公室,张市长，您好，我是临沧市凤庆县诗礼乡的一名普通百姓，给您留言是想要咨询一下在快递行业乡镇收费是否合理。   因为在整个临沧市的乡镇普遍存在一种现象收取包邮的快递需要支付5-50不等的费用，在寄快递时已经支付过快递费用了，但是被告知说快递只能到县，乡是由个人与快递公司签订合同，县上的快递网点又收取一定的费用，由他们去领下来然后再发给我们。   因此我想请问这种经营方式是否合理，是否存在二次收费，快递公司是否存在违规操作？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
建议加强对临沧市区道路交通的管理,已办理,交通 建言,风***,2019-04-1217:12,尊敬的张市长您好，我是一名普通市民，从小生活在临沧，我觉得近年来临沧的市容市貌发生了翻天覆地的变化，既自豪，也欣喜，但是有些问题始终觉得不吐不快。因为之前长期在昆明工作，对临沧的道路交通没有太深感受，但是去年我回到临沧工作后发现，虽然城市的体量相差很多倍，车流量也相差巨大，但是临沧的很多道路通行能力却远不如昆明。后来我发现，不是因为临沧的道路不够宽、不够新，而是道路交通秩序实在有待完善。举个例子，新城区的道路绝大部分都配有非机动车道，但是就我每天的观察来看，几乎没有摩托车或非机动车按照交通规则在非机动车道上行走，总是大摇大摆的行进在机动车道上，不但占用了宝贵的道路资源，而且十分危险，极大地影响了车辆通行效率，相信很多在昆明和临沧都开过车的人和我都有同感，那就是临沧的道路上感觉没多少车，却总是开不快。另外，我在昆明开车的时候，特别害怕被拍照，也很遵守交规，但是回来临沧以后，发现在昆明一些习以为常的遵规守纪行为，在临沧依然十分奢侈，闯黄灯甚至闯红灯、不礼让行人、实线并道、实线掉头、随意停靠等，比比皆是，。在这样“宽松”的环境中，我也渐渐不再那么遵守交规了，这也让我自己很惭愧。我真心希望，城市的美不仅仅只是高楼大厦、鲜花盛开、窗明几净，更重要的还是软环境的建设和人民素质水平的提升，谢谢！,临沧市政府办公室,尊敬的张市长您好，我是一名普通市民，从小生活在临沧，我觉得近年来临沧的市容市貌发生了翻天覆地的变化，既自豪，也欣喜，但是有些问题始终觉得不吐不快。因为之前长期在昆明工作，对临沧的道路交通没有太深感受，但是去年我回到临沧工作后发现，虽然城市的体量相差很多倍，车流量也相差巨大，但是临沧的很多道路通行能力却远不如昆明。后来我发现，不是因为临沧的道路不够宽、不够新，而是道路交通秩序实在有待完善。举个例子，新城区的道路绝大部分都配有非机动车道，但是就我每天的观察来看，几乎没有摩托车或非机动车按照交通规则在非机动车道上行走，总是大摇大摆的行进在机动车道上，不但占用了宝贵的道路资源，而且十分危险，极大地影响了车辆通行效率，相信很多在昆明和临沧都开过车的人和我都有同感，那就是临沧的道路上感觉没多少车，却总是开不快。另外，我在昆明开车的时候，特别害怕被拍照，也很遵守交规，但是回来临沧以后，发现在昆明一些习以为常的遵规守纪行为，在临沧依然十分奢侈，闯黄灯甚至闯红灯、不礼让行人、实线并道、实线掉头、随意停靠等，比比皆是，。在这样“宽松”的环境中，我也渐渐不再那么遵守交规了，这也让我自己很惭愧。我真心希望，城市的美不仅仅只是高楼大厦、鲜花盛开、窗明几净，更重要的还是软环境的建设和人民素质水平的提升，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
恶意拖欠工资,已办理,就业 求助,鲁***,2019-04-0713:18,尊敬的张之政市长您好，我是一名来自孟定镇的电力设备维修技术员民工，在2018年5月份加入祁XX成立的电力施工队做技术员，到八月份辞退，其间我一直催促祁XX在过年前后要结清给我工资，现在欠款人祁XX一直不履行发放工资义务的理由是合伙人张X不去和他兑清账单，但是这些不和我有直接的关系，却成了他不发放工资的理由，她现在也有还款义务能力，原因是她每个月收入都在两万块左右，但他实际欠我的工资是5400，现在只能诉求市长您了。,临沧市政府办公室,尊敬的张之政市长您好，我是一名来自孟定镇的电力设备维修技术员民工，在2018年5月份加入祁XX成立的电力施工队做技术员，到八月份辞退，其间我一直催促祁XX在过年前后要结清给我工资，现在欠款人祁XX一直不履行发放工资义务的理由是合伙人张X不去和他兑清账单，但是这些不和我有直接的关系，却成了他不发放工资的理由，她现在也有还款义务能力，原因是她每个月收入都在两万块左右，但他实际欠我的工资是5400，现在只能诉求市长您了。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
临沧事业单位三项人员的岗位服务地要为云南省,已办理,就业 建言,沧***,2019-04-0314:32,敬爱的张市长，您好！今天又看了临沧市2019年事业单位的岗位表，我认真看了好几遍关于“三项人员”岗位，感到很失望！2017年我在普洱学院毕业留在那里打工，后面得知他们招募西部志愿者，为了方便我就报了一个普洱市这边的西部志愿者，怀着一个服务锻炼的心态在普洱市的西部志愿者以及脱贫攻坚工作中付出自己、锻炼自己，因为当时情况我在普洱紧急、路途遥远，所以只能报了普洱的志愿者。我看了今年我们临沧市发布的岗位表“三项人员”后，发现今年却偏偏只有我们临沧市限制服务地为本州市，并且还认真看了其它十五个州市的岗位表，他们都限制为服务地为云南省，只有我们临沧市那样限制，我还希望怀着好好对待考试、到时候考回临沧服务家乡的心态。但是，今年看了这个岗位表真让我失望了，因为临沧市的事业单位考试符合我专业的也基本没有，希望临沧市人民政府和人社部门领导在这个事业单位考试招聘上，对“三项人员”的要求，可以参照其它州市一样，限制服务地为云南省，像我这样在其它州市当西部志愿者的其实也没几个，所以这样限制为云南省也没什么多大的影响，户籍可以限制，但服务地的限制要跟其它州市统一！作为一名在脱贫攻坚努力奉献的一名志愿者也是真不容易，特别是西部志愿者不像其它三项人员待遇一样那么好！希望领导能够高度重视，谢谢张市长和其他领导们！,临沧市政府办公室,敬爱的张市长，您好！今天又看了临沧市2019年事业单位的岗位表，我认真看了好几遍关于“三项人员”岗位，感到很失望！2017年我在普洱学院毕业留在那里打工，后面得知他们招募西部志愿者，为了方便我就报了一个普洱市这边的西部志愿者，怀着一个服务锻炼的心态在普洱市的西部志愿者以及脱贫攻坚工作中付出自己、锻炼自己，因为当时情况我在普洱紧急、路途遥远，所以只能报了普洱的志愿者。我看了今年我们临沧市发布的岗位表“三项人员”后，发现今年却偏偏只有我们临沧市限制服务地为本州市，并且还认真看了其它十五个州市的岗位表，他们都限制为服务地为云南省，只有我们临沧市那样限制，我还希望怀着好好对待考试、到时候考回临沧服务家乡的心态。但是，今年看了这个岗位表真让我失望了，因为临沧市的事业单位考试符合我专业的也基本没有，希望临沧市人民政府和人社部门领导在这个事业单位考试招聘上，对“三项人员”的要求，可以参照其它州市一样，限制服务地为云南省，像我这样在其它州市当西部志愿者的其实也没几个，所以这样限制为云南省也没什么多大的影响，户籍可以限制，但服务地的限制要跟其它州市统一！作为一名在脱贫攻坚努力奉献的一名志愿者也是真不容易，特别是西部志愿者不像其它三项人员待遇一样那么好！希望领导能够高度重视，谢谢张市长和其他领导们！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
求助书,已办理,就业 求助,留***,2019-04-0308:54,市长您好！我是2011年403殡仪馆交通事故聂xx妻子，聂xx生前任临翔区殡仪馆长，他也是一名优秀共产党员，他生前对工作兢兢业业，每天都奋战在殡葬事业第一线，由于工作的特殊性，他当时在岗位工作已经36小时以上，因为疲劳接运尸体因公牺牲了，政府工伤赔偿金就3万多块钱，当时他上有80多岁的老母亲，下有刚就读初三的孩子，他是我家唯一的经济来源人，我当时在临翔区中心敬老院做护工，月收入500多块钱，根本无法维持我这个家，我唯一的要求就是希望政府解决我身份问题，给我能维持我这个家，政府工作人员就去过我家两次，一次是去宣读聂xx工伤牺牲文件，第二次就是去下达聂xx3万多块钱卖命钱通知了，现在政府给我解决的身份就是殡仪馆政府购买身份，现在我工资2060块，我婆婆长年体弱多病，娃娃现在还在读大学，我的那点工资真的无法维持我这个家了，我还是希望政府能考虑我身份问题。我找过我们单位，我们民政局，我们临翔区政府，他们都是无能为力，我没有要百万千万，我也没有无理要求，我就希望政府能够帮帮我解决我家的情况。望与解决，谢谢谢谢！拜托了，每年的今天我都是在医院度过,临沧市政府办公室,市长您好！我是2011年403殡仪馆交通事故聂xx妻子，聂xx生前任临翔区殡仪馆长，他也是一名优秀共产党员，他生前对工作兢兢业业，每天都奋战在殡葬事业第一线，由于工作的特殊性，他当时在岗位工作已经36小时以上，因为疲劳接运尸体因公牺牲了，政府工伤赔偿金就3万多块钱，当时他上有80多岁的老母亲，下有刚就读初三的孩子，他是我家唯一的经济来源人，我当时在临翔区中心敬老院做护工，月收入500多块钱，根本无法维持我这个家，我唯一的要求就是希望政府解决我身份问题，给我能维持我这个家，政府工作人员就去过我家两次，一次是去宣读聂xx工伤牺牲文件，第二次就是去下达聂xx3万多块钱卖命钱通知了，现在政府给我解决的身份就是殡仪馆政府购买身份，现在我工资2060块，我婆婆长年体弱多病，娃娃现在还在读大学，我的那点工资真的无法维持我这个家了，我还是希望政府能考虑我身份问题。我找过我们单位，我们民政局，我们临翔区政府，他们都是无能为力，我没有要百万千万，我也没有无理要求，我就希望政府能够帮帮我解决我家的情况。望与解决，谢谢谢谢！拜托了，每年的今天我都是在医院度过,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
公租房申请,已办理,城建 建言,浮***,2019-03-2210:26,尊敬的领导你好，这两天申请公租房几乎挤断了腰，跑断了腿，可是临沧好多信息平台或者中介都发出公租房或者廉租房出租的信息，我想建议临沧政府好好清查一下，把那些不需要或者已经有住房的公租房名额退了留给真正有需要的人，不应该沦为别人赚钱的渠道呀,临沧市政府办公室,尊敬的领导你好，这两天申请公租房几乎挤断了腰，跑断了腿，可是临沧好多信息平台或者中介都发出公租房或者廉租房出租的信息，我想建议临沧政府好好清查一下，把那些不需要或者已经有住房的公租房名额退了留给真正有需要的人，不应该沦为别人赚钱的渠道呀,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
玉龙花园小区公租房目前处于什么状态,已办理,城建 求助,苦***,2019-03-1514:20,"尊敬的领导 首先感谢您百忙之中查看留言！祝您万事如意！幸福安康！曾于一年前本人就为该问题留过言！当时给的回复是让等候！可如今又过了这么久,身边同时申请的朋友已有入住的！因为孩子上学因素、工作因素…我真的很迫切的需要公租房、所以才会这样一次、两次的询问！还望海涵！会不会因为曾经留言的方式方法欠妥当而影响分配公租房……还是同样的问题！什么时候才能入住曾公示的公租房！万分感谢",临沧市政府办,"尊敬的领导 首先感谢您百忙之中查看留言！祝您万事如意！幸福安康！曾于一年前本人就为该问题留过言！当时给的回复是让等候！可如今又过了这么久,身边同时申请的朋友已有入住的！因为孩子上学因素、工作因素…我真的很迫切的需要公租房、所以才会这样一次、两次的询问！还望海涵！会不会因为曾经留言的方式方法欠妥当而影响分配公租房……还是同样的问题！什么时候才能入住曾公示的公租房！万分感谢","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
建议将师范学院忙角学生公寓至校园的道路整改,已办理,交通 建言,星***,2019-03-1208:11,您好，张市长，我是滇西科技师范学院的学生。我们所居住的忙角学生公寓到校本部的那段道路交通状况恶劣，特别是一到上下课高峰期，遇到各种车辆来往，不仅有较大的安全隐患，也特别拥堵，遇到性子急的车主，车速稍快一点我们更是躲闪不及，很多次往往是有惊无险。这样既耽误了车主的时间，也影响我们去上课的安全，也不利于临沧市和学校的城市形象。希望能引起市长和相关领导的重视，将那一段道路规划，整改一下。,临沧市政府办,您好，张市长，我是滇西科技师范学院的学生。我们所居住的忙角学生公寓到校本部的那段道路交通状况恶劣，特别是一到上下课高峰期，遇到各种车辆来往，不仅有较大的安全隐患，也特别拥堵，遇到性子急的车主，车速稍快一点我们更是躲闪不及，很多次往往是有惊无险。这样既耽误了车主的时间，也影响我们去上课的安全，也不利于临沧市和学校的城市形象。希望能引起市长和相关领导的重视，将那一段道路规划，整改一下。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
为四季豆种植的我们帮帮忙找销路,已办理,三农 求助,L***,2019-03-0913:30,张市长你好，永德永康因为糖厂问题，现在我们多数改种条件比较合适的四季豆，但是因为冷库数量不多容量少，销路少，造成积压太多，造成老百姓经济损失。还望张市长多帮帮忙。,临沧市政府办公室,张市长你好，永德永康因为糖厂问题，现在我们多数改种条件比较合适的四季豆，但是因为冷库数量不多容量少，销路少，造成积压太多，造成老百姓经济损失。还望张市长多帮帮忙。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
重视公租廉租申请下来又高价出租的问题,已办理,城建 建言,苍***,2019-03-0810:21,麻烦领导重视下廉租公租房申请下来又被转租的问题，申请下来几百块，他们出租1000多块，微临沧上挂着出租，都没人管吗？为何真真正正需要房子申请不到，对于我们这些刚刚毕业买不起房，工资低的，每个月还要去负担1000多块的房租，麻烦领导出面管管这个问题，既然他们不需要保障房，那就把房子给我们这些需要的人。,临沧市政府办公室,麻烦领导重视下廉租公租房申请下来又被转租的问题，申请下来几百块，他们出租1000多块，微临沧上挂着出租，都没人管吗？为何真真正正需要房子申请不到，对于我们这些刚刚毕业买不起房，工资低的，每个月还要去负担1000多块的房租，麻烦领导出面管管这个问题，既然他们不需要保障房，那就把房子给我们这些需要的人。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
关于临沧市同康北城交房未办理房产证一事,已办理,城建 投诉,春***,2019-03-0717:21,关于同康北城万象小区产权证未办理的反映材料尊敬的领导： 您好！我们是同康北城万象小区业主，小区是由云南同康置业开发有限公司（法定代表人陈鹤龄）于2014年开工建设、2015年底交房。小区共180户人家，交房至今入住166户。按常规业主与开发商在办理购房相关手续交齐之日起生效，开发商应在两年之内向业主提供房产证。但是时隔四年，开发商不但没有为业主办理房产证也从未和业主们沟通交流给过任何交代，业主几次向开发商讨要无果，开发商已造成违约。为此，我们选出业主代表于2018年7月与开发商交涉，开发商口头回复会在2018年12月内结并交给业主。然而，2018年12月底，开发商并未兑现承诺给业主办理也无任何回复。通过小区业主全体商议，一致认为只有通过政府的协调，事情才能得以解决。于是在2018年12月26日，全体业主联名向领导递交了一份情况反映材料，但至今未得到任何回复。因此，特写此材料再次向领导反映情况希望能够及时得到领导的关心支持，维护我们的合法权益，以免促使矛盾升级，以致于发生大家都不愿看到的维权过激现象。 我们真诚感谢领导能在百忙之中处理我们的信访，老百姓永远不会忘记权为民所用，情为民所系，利为民所牟的好干部。我们只能寄希望于领导帮助我们及时顺利办理房产证，切实维护我们的正当合法权益，让我们全体业户真正过上放心、安心、舒心生活！附件：同康北城万象小区业主签名单  ,临沧市政府办公室,关于同康北城万象小区产权证未办理的反映材料尊敬的领导： 您好！我们是同康北城万象小区业主，小区是由云南同康置业开发有限公司（法定代表人陈鹤龄）于2014年开工建设、2015年底交房。小区共180户人家，交房至今入住166户。按常规业主与开发商在办理购房相关手续交齐之日起生效，开发商应在两年之内向业主提供房产证。但是时隔四年，开发商不但没有为业主办理房产证也从未和业主们沟通交流给过任何交代，业主几次向开发商讨要无果，开发商已造成违约。为此，我们选出业主代表于2018年7月与开发商交涉，开发商口头回复会在2018年12月内结并交给业主。然而，2018年12月底，开发商并未兑现承诺给业主办理也无任何回复。通过小区业主全体商议，一致认为只有通过政府的协调，事情才能得以解决。于是在2018年12月26日，全体业主联名向领导递交了一份情况反映材料，但至今未得到任何回复。因此，特写此材料再次向领导反映情况希望能够及时得到领导的关心支持，维护我们的合法权益，以免促使矛盾升级，以致于发生大家都不愿看到的维权过激现象。 我们真诚感谢领导能在百忙之中处理我们的信访，老百姓永远不会忘记权为民所用，情为民所系，利为民所牟的好干部。我们只能寄希望于领导帮助我们及时顺利办理房产证，切实维护我们的正当合法权益，让我们全体业户真正过上放心、安心、舒心生活！附件：同康北城万象小区业主签名单  ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
临沧市同康北城万象小区房产证的问题,已办理,城建 求助,Z***,2019-03-0713:42,尊敬的领导： 您好！我们是同康北城万象小区业主，小区是由云南同康置业开发有限公司（法定代表人陈鹤龄）于2014年开工建设、2015年底交房。小区共180户人家，交房至今入住166户。按常规业主与开发商在办理购房相关手续交齐之日起生效，开发商应在两年之内向业主提供房产证。但是时隔四年，开发商不但没有为业主办理房产证也从未和业主们沟通交流给过任何交代，业主几次向开发商讨要无果，开发商已造成违约。为此，我们选出业主代表于2018年7月与开发商交涉，开发商口头回复会在2018年12月内结并交给业主。然而，2018年12月底，开发商并未兑现承诺给业主办理也无任何回复。通过小区业主全体商议，一致认为只有通过政府的协调，事情才能得以解决。于是在2018年12月26日，全体业主联名向领导递交了一份情况反映材料，但至今未得到任何回复。因此，特写此材料再次向领导反映情况希望能够及时得到领导的关心支持，维护我们的合法权益，以免促使矛盾升级，以致于发生大家都不愿看到的维权过激现象。 我们真诚感谢领导能在百忙之中处理我们的信访，老百姓永远不会忘记权为民所用，情为民所系，利为民所牟的好干部。我们只能寄希望于领导帮助我们及时顺利办理房产证，切实维护我们的正当合法权益，让我们全体业户真正过上放心、安心、舒心生活！我们将毫不动摇地捍卫我们的合法权益，并保留群体上访和越级上访的权利。,临沧市政府办公室,尊敬的领导： 您好！我们是同康北城万象小区业主，小区是由云南同康置业开发有限公司（法定代表人陈鹤龄）于2014年开工建设、2015年底交房。小区共180户人家，交房至今入住166户。按常规业主与开发商在办理购房相关手续交齐之日起生效，开发商应在两年之内向业主提供房产证。但是时隔四年，开发商不但没有为业主办理房产证也从未和业主们沟通交流给过任何交代，业主几次向开发商讨要无果，开发商已造成违约。为此，我们选出业主代表于2018年7月与开发商交涉，开发商口头回复会在2018年12月内结并交给业主。然而，2018年12月底，开发商并未兑现承诺给业主办理也无任何回复。通过小区业主全体商议，一致认为只有通过政府的协调，事情才能得以解决。于是在2018年12月26日，全体业主联名向领导递交了一份情况反映材料，但至今未得到任何回复。因此，特写此材料再次向领导反映情况希望能够及时得到领导的关心支持，维护我们的合法权益，以免促使矛盾升级，以致于发生大家都不愿看到的维权过激现象。 我们真诚感谢领导能在百忙之中处理我们的信访，老百姓永远不会忘记权为民所用，情为民所系，利为民所牟的好干部。我们只能寄希望于领导帮助我们及时顺利办理房产证，切实维护我们的正当合法权益，让我们全体业户真正过上放心、安心、舒心生活！我们将毫不动摇地捍卫我们的合法权益，并保留群体上访和越级上访的权利。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
同康北城万象业主,已办理,城建 求助,水***,2019-03-0713:31,市长您好，我们房子己拿到几年，可开发商迟迟办给，去问了多次，今天、明天，就是认不得到底是什么时候，希望领导关心一下我们,临沧市政府办公室,市长您好，我们房子己拿到几年，可开发商迟迟办给，去问了多次，今天、明天，就是认不得到底是什么时候，希望领导关心一下我们,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
农民工工资拖欠问题求助,已办理,企业 投诉,黄***,2018-12-2115:56,尊敬的领导你好2016年2月份，我在云南沧源机场，海力控股公司旗下一个叫张龙兵的手下做室内装修，口头协议是每平方米支付我10.5元，面积计算方式以机场指挥部与海力公司计算数据为准，工程结束后，包工头张xx说什么也不同意以指挥部数据结算，说是要按总面积扣出门窗面积，就连角线面积也扣除，我用手机拍到了机场指挥部与海力公司的结算数据为19812.01平方米，以张xx的方式结算数据为15233.53平方米，为了这件事情闹了半年多拿不到钱，后来抱着能拿着一点总比一分钱都拿不到要好的想法，本人向他张xx妥协了，心想多少都钱行，只要能拿到钱就好，但条件是，必须于2017年6月30日前全部付清，两人起草协议，超过6月30号若没有支付本人尾款，将由张xx每天支付给本人500元违约金，于是我两人都分别各起草过一份协议，综合内容是，工程量为15233.53平方米，按单价10.05元每平方米计算，张应支付给黄159952元，施工途中预付126975元，质保金扣押为7997元，质保金扣押为验收结束后24个月，如果期间有质量问题需联系黄xx修补，如果没有质量问题，张xx将无条件退回全部质保金，另外有一条欲加之罪是说验收的时候我不在现场，找人帮忙给我修补，计工32个工，每工付款300元，为9600元，扣到最后为应支付本人尾款15780元，质保金7797元，我一直在上面修补，明明知道这些工人是外墙班主王xx在2016年火把节前几天拿到4万元工程预付款后，感觉这工地钱难以结算后离开，32个工也是找来做外墙的，我当时说什么也不同意，还有就是我刚上工地的时候，张xx在机场指挥部生活区的外墙漆还没有验收，当时给他负责指挥部外墙漆的负责人谢x找到到本人帮忙修补，共计工39.5个，每个工程付款300元，和计11850元，这是事实，本人有多方面的证据，可他张xx对此拒不承认，并说你黄xx如果同意，就这样结算，不同意我张xx马上走人了，无奈之下，才有了我和他之间那种丧尽天良的协议，我在此求助，希望各位领导能帮我讨回血汗钱和相应赔偿金，这么长时间以来为了讨工资的一些车旅费，误工损失费，另外对于讨工资的事机场方面也对农民工有过书面承诺，现在张xx人不知去向，这事还希望机场能出面解决,临沧市政府办公室,尊敬的领导你好2016年2月份，我在云南沧源机场，海力控股公司旗下一个叫张龙兵的手下做室内装修，口头协议是每平方米支付我10.5元，面积计算方式以机场指挥部与海力公司计算数据为准，工程结束后，包工头张xx说什么也不同意以指挥部数据结算，说是要按总面积扣出门窗面积，就连角线面积也扣除，我用手机拍到了机场指挥部与海力公司的结算数据为19812.01平方米，以张xx的方式结算数据为15233.53平方米，为了这件事情闹了半年多拿不到钱，后来抱着能拿着一点总比一分钱都拿不到要好的想法，本人向他张xx妥协了，心想多少都钱行，只要能拿到钱就好，但条件是，必须于2017年6月30日前全部付清，两人起草协议，超过6月30号若没有支付本人尾款，将由张xx每天支付给本人500元违约金，于是我两人都分别各起草过一份协议，综合内容是，工程量为15233.53平方米，按单价10.05元每平方米计算，张应支付给黄159952元，施工途中预付126975元，质保金扣押为7997元，质保金扣押为验收结束后24个月，如果期间有质量问题需联系黄xx修补，如果没有质量问题，张xx将无条件退回全部质保金，另外有一条欲加之罪是说验收的时候我不在现场，找人帮忙给我修补，计工32个工，每工付款300元，为9600元，扣到最后为应支付本人尾款15780元，质保金7797元，我一直在上面修补，明明知道这些工人是外墙班主王xx在2016年火把节前几天拿到4万元工程预付款后，感觉这工地钱难以结算后离开，32个工也是找来做外墙的，我当时说什么也不同意，还有就是我刚上工地的时候，张xx在机场指挥部生活区的外墙漆还没有验收，当时给他负责指挥部外墙漆的负责人谢x找到到本人帮忙修补，共计工39.5个，每个工程付款300元，和计11850元，这是事实，本人有多方面的证据，可他张xx对此拒不承认，并说你黄xx如果同意，就这样结算，不同意我张xx马上走人了，无奈之下，才有了我和他之间那种丧尽天良的协议，我在此求助，希望各位领导能帮我讨回血汗钱和相应赔偿金，这么长时间以来为了讨工资的一些车旅费，误工损失费，另外对于讨工资的事机场方面也对农民工有过书面承诺，现在张xx人不知去向，这事还希望机场能出面解决,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
